ISBN10,Author,reviews_count,seller_name,Title,categories
1250145260,Louise Penny,17851,Amazon,"The Madness of Crowds: A Novel (Chief Inspector Gamache Novel, 17)","[""Books"",""Mystery, Thriller & Suspense"",""Mystery""]"
1400209609,Rachel Hollis,13502,-OnTimeBooks-,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","[""Books"",""Business & Money"",""Business Culture""]"
9.78E+12,Mark Haddon,11546,Amazon,The Curious Incident of the Dog in the Night-Time,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1338535625,Dav Pilkey,39147,Valleys Books & More,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),"[""Books"",""Children's Books"",""Animals""]"
1400052173,Rebecca Skloot,15236,Vivé Liber Books LLC,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
9.78E+12,Rebecca Skloot,15236,-OnTimeBooks-,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
1400062756,Carol S. Dweck,11514,Vivé Liber Books LLC,Mindset: The New Psychology of Success,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
9.78E+12,Laura Hillenbrand,32491,California Book Bag,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1400069289,Charles Duhigg,18143,Midas Mulligan Marketplace,The Power of Habit: Why We Do What We Do in Life and Business,"[""Books"",""Business & Money"",""Business Culture""]"
1400320119,Sarah Young,30551,Rak Discount,Jesus Calling: Enjoying Peace in His Presence,"[""Books"",""Christian Books & Bibles"",""Christian Living""]"
9.78E+12,Sarah Young,30551,Logic Library,"Jesus Calling, Teen Cover, with Scripture references: Enjoy Peace in His Presence","[""Books"",""Teen & Young Adult"",""Religion & Spirituality""]"
1407186604,Dav Pilkey,13893,Amazon Warehouse,The Adventures of Dog Man 2: Unleashed,"[""Books"",""Children's Books"",""Comics & Graphic Novels""]"
1407192167,Dav Pilkey,13336,Hippo Books,Dog Man 5: Lord of the Fleas PB,"[""Books"",""Children's Books"",""Animals""]"
1407195573,Craig Smith,64835,-OnTimeBooks-,The Wonky Donkey,"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
1407197797,Craig Smith,64835,BOOKS etc. _BOOKS etc. _,The Wonky Donkey Book & Toy Boxed Set,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
9.78E+12,S. C. Gwynne,10915,Blue Cat Trading LLC,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History","[""Books"",""Biographies & Memoirs"",""Community & Culture""]"
1416591060,S. C. Gwynne,10915,usedbooks2ya,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History","[""Books"",""Biographies & Memoirs"",""Community & Culture""]"
1408709236,by Lin-Manuel Miranda; Jeremy McCarter (Author),11826,American Made Books,Hamilton The Revolution,"[""Books"",""Arts & Photography"",""Music""]"
1416914285,Cassandra Clare,10449,KWarez Goods and Services,City of Bones (Mortal Instruments),"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
1416925082,Gary Paulsen,16012,-OnTimeBooks-,Hatchet: 20th Anniversary Edition,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
1401904599,Esther HicksJerry HicksWayne W. Dyer,10105,Amazon,Ask and It Is Given: Learning to Manifest Your Desires,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
1416927182,John Archambault,28340,SRS Company,Chicka Chicka Boom Boom (Book & CD),"[""Books"",""Children's Books"",""Literature & Fiction""]"
1401907997,Esther HicksJerry Hicks,10105,Ferrey Books,Ask and It Is Given: Learning to Manifest Your Desires,"[""Books"",""Religion & Spirituality"",""Occult & Paranormal""]"
1416936467,Gary Paulsen,16012,Clean Earth Books,Hatchet,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
1416936475,Gary Paulsen,16012,Amazon,Hatchet,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
9.78E+12,Rod Campbell,14056,Amazon,Dear Zoo: A Lift-the-Flap Book,"[""Books"",""Children's Books"",""Animals""]"
9.78E+12,Daniel James Brown,28517,Goodwill of Colorado,The Boys In The Boat,"[""Books"",""History"",""Americas""]"
9.78E+12,National GeographicJoe Yogerst,11776,Amazon,"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do","[""Books"",""Travel"",""Canada""]"
1419739034,Jeff Kinney,16892,ZBK Books,Wrecking Ball (Diary of a Wimpy Kid Book 14),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1401958036,Chris-Anne,10661,Amazon,Light Seer's Tarot: A 78-Card Deck & Guidebook,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
1401958230,Jim Kwik,12322,Amazon,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life","[""Books"",""Business & Money"",""Business Culture""]"
1401958451,Anthony William,14784,Amazon,"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cys","[""Books"",""Health, Fitness & Dieting"",""Alternative Medicine""]"
1419741942,Jeff Kinney,10094,Goodwill of Colorado,Hard Luck (Diary of a Wimpy Kid #8),"[""Books"",""Children's Books"",""Humor""]"
1419741969,Jeff Kinney,11167,Amazon,Old School (Diary of a Wimpy Kid #10),"[""Books"",""Children's Books"",""Humor""]"
1419741977,Jeff Kinney,10804,worldofbooksinc,Double Down (Diary of a Wimpy Kid #11),"[""Books"",""Children's Books"",""Humor""]"
1419741985,Jeff Kinney,13137,Hippo Books,The Getaway (Diary of a Wimpy Kid Book 12),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1419741993,Jeff Kinney,15855,Seattlegoodwill,The Meltdown (Diary of a Wimpy Kid Book 13),"[""Books"",""Children's Books"",""Science, Nature & How It Works""]"
1423101456,Rick Riordan,10131,-OnTimeBooks-,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423101472,Rick Riordan,10627,AP Books and More,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423101480,Rick Riordan,10131,Amazon,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)","[""Books"",""Children's Books"",""Science Fiction & Fantasy""]"
9.78E+12,Rick Riordan,10627,Amazon,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
1423103343,Rick Riordan,10827,glenthebookseller,"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
9.78E+12,Rick Riordan,11094,ZBK Books,"The Mark of Athena (Heroes of Olympus, Book 3)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
142314189X,Rick Riordan,27312,Gsaservices,Percy Jackson and the Olympians Hardcover Boxed Set,"[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423142004,Rick Riordan,11094,-OnTimeBooks-,"The Heroes of Olympus, Book Three The Mark of Athena (Heroes of Olympus, The Book Three) (The Heroes of Olympus, 3)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423146727,Rick Riordan,12241,-OnTimeBooks-,"The House of Hades (Heroes of Olympus, Book 4)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1484724917,Rick Riordan,12014,MjTreasuresCT,"The Blood of Olympus (The Heroes of Olympus, 5)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423146778,Rick Riordan,12241,Jenson Books Inc,"The House of Hades (Heroes of Olympus, The, Book Four: The House of Hades) (The Heroes of Olympus, 4)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1423146786,Rick Riordan,12014,gatecitybooks,"The Heroes of Olympus, Book Five The Blood of Olympus (Heroes of Olympus, The, Book Five) (Heroes of Olympus, The, 5)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
1426307926,Amy Shields,15434,Better World Books: West,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),"[""Books"",""Children's Books"",""Education & Reference""]"
1426307934,Amy Shields,15434,LiquidationFactor,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),"[""Books"",""Children's Books"",""Education & Reference""]"
1426308469,"by Catherine Hughes (Author), Franco Tempesta (Illustrator)",11742,Clean Earth Books,National Geographic Little Kids First Big Book of Dinosaurs (National Geographic Little Kids First Big Books),"[""Books"",""Children's Books"",""Education & Reference""]"
9.78E+12,Mo Willems,12801,Amazon,"Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1426310145,"by Catherine Hughes (Author), David Aguilar (Illustrator)",12281,Amazon,National Geographic Little Kids First Big Book of Space,"[""Books"",""Children's Books"",""Education & Reference""]"
9.78E+12,by National Kids (Author),16183,-OnTimeBooks-,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)","[""Books"",""Children's Books"",""Education & Reference""]"
1419748688,Jeff Kinney,36460,Goodwill Southern California,The Deep End (Diary of a Wimpy Kid Book 15),"[""Books"",""Children's Books"",""Literature & Fiction""]"
9.78E+12,Crispin Boyer,11194,ThriftBooks-Dallas,"National Geographic Kids Why?: Over 1,111 Answers to Everything","[""Books"",""Children's Books"",""Science, Nature & How It Works""]"
1426320973,Crispin Boyer,11194,Clean Earth Books,"National Geographic Kids Why?: Over 1,111 Answers to Everything","[""Books"",""Children's Books"",""Science, Nature & How It Works""]"
1427201439,Frank Herbert,43289,glenthebookseller,Dune: Book One in the Dune Chronicles,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction""]"
9.78E+12,Michael Greger M.D. FACLMGene Stone,18231,TwinLine ShopsTwinLine Shops,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
1433950618,American Psychological Association,12011,California Book Bag,"Publication Manual of the American Psychological Association, 6th Edition","[""Books"",""New, Used & Rental Textbooks"",""Social Sciences""]"
1433805626,American Psychological Association,12011,FranklinMedia,Publication Manual of the American Psychological Association®,"[""Books"",""New, Used & Rental Textbooks"",""Social Sciences""]"
1433832151,American Psychological Association,23510,Amazon Warehouse,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
143383216X,American Psychological Association,23510,Amazon,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1433832178,American Psychological Association,23510,Lovely Book Gallery,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1432102400,by Christian Art Publishers (Publisher),10936,Shobooks and More,"KJV Holy Bible, Standard Size, Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432117971,by Christian Art Publishers (Author),14461,Amazon,"KJV Holy Bible, Giant Print Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Dark Brown","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432119575,by Christian Art Publishers (Author),11435,Amazon,"KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432132652,by Christian Art Publishers (Author),10936,Amazon,"KJV Holy Bible, Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Medium Brown","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432875922,Linda Sue Park,13442,Violonick,A Long Walk to Water,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1440503257,Dinah Bucholz,25249,Amazon,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
1440579776,Dave Canterbury,17995,Amazon,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,"[""Books"",""Reference"",""Encyclopedias & Subject Guides""]"
1421561328,by Junji Ito (Author),12141,Amazon,Uzumaki (3-in-1 Deluxe Edition) (Junji Ito),"[""Books"",""Comics & Graphic Novels"",""Manga""]"
9.78E+12,Kohei HorikoshiCaleb D. Cook,10756,Amazon,"My Hero Academia, Vol. 1 (1)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
1438241569,Karl MarxFriedrich Engels,10614,Amazon,The Communist Manifesto,"[""Books"",""New, Used & Rental Textbooks"",""Social Sciences""]"
1441412840,Joseph Murphy,37284,Amazon,The Power of Your Subconscious Mind,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1439102813,Lisa Genova,10098,Jenson Books Inc,Still Alice,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1439156964,Jeannette Walls,16213,Da Bookstore Galore,The Glass Castle: A Memoir (Scribner Classics),"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
1439167346,Dale Carnegie,52216,gatecitybooks,How to Win Friends and Influence People,"[""Books"",""Self-Help"",""Relationships""]"
9.78E+12,Terry Hayes,18995,Jenson Books Inc.,I Am Pilgrim: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1439193630,Stephen King,10656,Online Prime Books,On Writing: A Memoir of the Craft,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]"
9.78E+12,John Archambault,28340,Amazon,Chicka Chicka Boom Boom (Board Book),"[""Books"",""Children's Books"",""Literature & Fiction""]"
1443456624,Robin Sharma,14620,Momma's Media,The 5 AM Club: Own Your Morning. Elevate Your Life.,"[""Books"",""Business & Money"",""Management & Leadership""]"
1443460710,Robin Sharma,14620,Amazon,The 5 AM Club: Own Your Morning. Elevate Your Life.,"[""Books"",""Business & Money"",""Management & Leadership""]"
9.78E+12,Rupi Kaur,37615,VMG Books & Media,Milk and Honey,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449483186,Thomas Kinkade,24370,goodwill_ind_of_mid_tn,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
1449486797,Rupi Kaur,13703,Vivé Liber Books LLC,The Sun and Her Flowers,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449486800,Rupi Kaur,12921,Amazon,Home Body,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449494862,Dustin Brady,10112,Amazon,Trapped in a Video Game (Volume 1),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1449495761,Rupi Kaur,13703,Direct via FBA,The Sun and Her Flowers,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449496083,Dustin Brady,10112,saveherenow,Trapped in a Video Game (Volume 1),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
9.78E+12,Rupi Kaur,37615,Goodwill of Silicon Valley,Milk and Honey,"[""Books"",""Literature & Fiction"",""Poetry""]"
1450805752,"by Editors of Publications International (Editor), Eric Carle (Illustrator)",13723,Amazon Warehouse,"World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids","[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
1477821031,Damien Boyd,10154,MorseCode Enterprises,"As the Crow Flies (DI Nick Dixon Crime, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1477824758,Laila Ibrahim,20041,Traders Connect,Yellow Crocus,"[""Books"",""Literature & Fiction"",""United States""]"
9.78E+12,Robert Dugoni,26260,-OnTimeBooks-,"My Sister's Grave (Tracy Crosswhite, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1483852806,"by Brighter Child (Compiler), Carson-Dellosa Publishing (Compiler)",15212,Amazon,"Carson Dellosa Bilingual Sight Words Flash Cards―Grades K-2, 100+ Sight Words in English and Spanish, Double-Sided Cards, Reading Readiness Skills for Ages 5+ (54 pc)","[""Books"",""Children's Books"",""Education & Reference""]"
1471147525,by Heidi E Murkoff (Author),25304,awesomebooksusa,What to Expect When You're Expecting 5th Edition,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]"
